"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"845472206750531584","","","2017-03-25 03:07:36 +0000","<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>",".@GOP, 2009-March 7, 2017: ""Repeal and Replace!""

.@GOP March 24, 2017: ""That's a lot of work and people will hate the result. Never mind.""","","","",""
"845414501134479360","845265300337672194","17980523","2017-03-24 23:18:18 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@mitchellvii I'm hoping the ™ is tongue in cheek and you're really not petty enough to tweet low-grade legalities.","","","",""
"845397119460503556","","","2017-03-24 22:09:14 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","When your first deal fails, don't worry.

It's only the most important deal of your career. https://t.co/zdCEsQxSp6","","","","https://twitter.com/realDonaldTrump/status/464466775846166529"
"845396258944536576","","","2017-03-24 22:05:49 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Probably the smartest thing Donald Trump ('s ghost writer) has ever said. https://t.co/KawNrVABST","","","","https://twitter.com/realDonaldTrump/status/278255308009267200"
"845346438183739393","845343635633831936","20713061","2017-03-24 18:47:51 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@newtgingrich Reagan's ideas were shit then, and shit now. Very little came of his term. 

Now, we're ""led"" by governmental pre-schoolers.","","","",""
"845315366037348352","845252796551118849","17454769","2017-03-24 16:44:23 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@glennbeck Once McConnell pulls that trigger, the SCOTUS is no longer reputable. It becomes a partisan rubber stamp for whoever is in charge","","","",""
"845315024386064384","845235507642675201","20713061","2017-03-24 16:43:01 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@newtgingrich If it doesn't pass, will he consider it a defeat? What happens when a man who can admit no wrong is defeated? (spoiler: chaos)","","","",""
"845314795641356289","845235507642675201","20713061","2017-03-24 16:42:07 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@newtgingrich If you consider stripping 24mil of coverage and not insuring emergency rooms/prescriptions a ""triumph"", you are a bad person.","","","",""
"845314419982675969","845026799276998657","55510020","2017-03-24 16:40:37 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@Julie_Johnson32 @LoriScintillaa @glennbeck About 600-1300 women die every year, according to ACOG and CDC

https://t.co/l1WAQwtTdr","","","","https://cktls.xyz/2nMzsGy"
"845312975736991744","","","2017-03-24 16:34:53 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Charter announced 20k new jobs.

Trump took credit for the new jobs on Friday.

The announcement was made last Feb.

https://t.co/6nc4dEOh9J","","","","https://cktls.xyz/2nQeNli"
"845012842960998400","844779003705618432","55510020","2017-03-23 20:42:15 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@Julie_Johnson32 @LoriScintillaa @glennbeck luckily, people in medicine don't have to ""believe"". They work off facts and science.","","","",""
"845012398968745984","","","2017-03-23 20:40:30 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","This is our ""president"", pretending to drive a big boy truck.

Ugh. https://t.co/rkzGrofUQd","","","","https://twitter.com/KatyTurNBC/status/845010179703918593"
"843575129367965696","","","2017-03-19 21:29:18 +0000","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Landed! Now off to plan a wedding with @carlybracco! #TheLittleBigDay @ Kahului Airport https://t.co/7OgqkOaNcp","","","","https://www.instagram.com/p/BR1baojBoaw/"
"843131478670098434","","","2017-03-18 16:06:23 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","Dear Fiscal Conservatives:

Quick reminder that Trump and his advisors are in Florida this weekend. 

Again.

On taxpayer money.","","","",""
"842799656434253824","842783029412200450","97474887","2017-03-17 18:07:51 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@CapehartJ Aren't the plans also just at the building department? They _did_ get standard permits to build it. Why is this such a big deal?","","","",""
"842776506346561536","","","2017-03-17 16:35:51 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Be safe out there, St. Patricks Day revelers. Remember, it's amateur night at the pub.

Irish Whiskey = good.
Green beer = bad.","","","",""
"842607816246415361","842606761634811907","1919231","2017-03-17 05:25:32 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","@cabel floppies AND cassettes?  I’m guessing Michael didn’t ever carry a magnet.","","","",""
"842605004686938112","","","2017-03-17 05:14:22 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","If you’re not keeping track, Trump’s “budget” allows more money to babysit his wife than to fund arts programs or meals for old poor people.","","","",""
"842458890268631040","842453335596761089","35688535","2017-03-16 19:33:46 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","@Jackalish @wilw Dude, celebrities and comedians have opinions, too. Why should your opinion matter more than theirs?","","","",""
"842094530362986497","","","2017-03-15 19:25:56 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","RT @Yair_Rosenberg: As Trump nominates his fifth Goldman Sachs official, let us take a moment to remember the wrongest take of 2016: https:…","841855149819719680","532779460","2017-03-15 03:34:43 +0000","https://twitter.com/Yair_Rosenberg/status/841855149819719680/photo/1"
"841849254150787072","","","2017-03-15 03:11:17 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","2 theories on the Trump taxes:
1.Leaked his own taxes from a good year as distraction
2.Gave 10 yrs of taxes to 10 diff ppl to catch leaker","","","",""
"841846693884649472","841731286842597377","17928256","2017-03-15 03:01:07 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","@alinsa one drive died, I was waiting on a replacement The next day, in the middle of a backup, the other 3 drives turned red.","","","",""
"841724145612144641","","","2017-03-14 18:54:09 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Wasn't a fan of Obama/Pentagon's use of drones, now it will get even worse.

But we'll never know how much worse.

https://t.co/ECjMkRROhB","","","","https://motherboard.vice.com/en_us/article/the-cia-can-now-order-drone-strikes-without-pentagon-approval"
"841709565200678912","","","2017-03-14 17:56:13 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","My @drobo died. 4TB of data lost.

Thank the data lords for @backblaze and their unlimited plan! (and they mail me a drive, no download!)","","","",""
"841451423711690752","","","2017-03-14 00:50:27 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Automation to suck my Twitter feed as plain text and catalog it on my blog.

Why? If Twitter goes away, I have no record of my brilliance.","","","",""
"841412726727438337","841398243821010944","668243","2017-03-13 22:16:41 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@dmoren The White House also said 4.9% unemployment was fake until Trump could take credit for it, so...","","","",""
"841370285865549825","841360268533891073","61734492","2017-03-13 19:28:02 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","@Fahrenthold @realDonaldTrump Translation: “Even if I do donate it, I’m going to suck all the interest I can out of it before donating”","","","",""
"840794183887536128","","","2017-03-12 05:18:49 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","Don’t forget to set your clocks tonight.

Also, WHY DO WE STILL DO THIS? WE HAVE ARTIFICIAL LIGHT NOW!","","","",""
"840650217603063808","","","2017-03-11 19:46:45 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This

Is

Not

Normal. https://t.co/gIblElZDgg","","","","https://apple.news/A7ltHVxB2Tb-7D_nXu4Im0g"
"840344974935769088","","","2017-03-10 23:33:49 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Here's a trailer for the Wonder Woman trailer.

Trailers have trailers now. https://t.co/bGgwD0hEJS","","","","https://twitter.com/OnePerfectShot/status/840341803933061124"
"840339505601232896","840339174666440704","13019452","2017-03-10 23:12:05 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","We all know it’s @SpeakerRyan’s plan, anyway. Donnie doesn’t have original ideas. https://t.co/iNtFWBjgcJ","","","","https://twitter.com/jimmylittle/status/840339174666440704"
"840339174666440704","","","2017-03-10 23:10:46 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","Let’s stop calling it TrumpCare and start calling it RepubliCare. The @gop will not be able to distance themselves from it in 2018.","","","",""
"840330397061849088","","","2017-03-10 22:35:53 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Hey @PressSec: You are laughing at the President of the United States lying to people.

Normal people don't think that's funny. https://t.co/ImHx5krWXU","","","","https://twitter.com/BraddJaffy/status/840282596978352132"
"840329376222785536","","","2017-03-10 22:31:50 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Afraid of getting prosecuted? Have I got a solution for you! 

Fire all the prosecutors.

https://t.co/xrCeqHIuS8 https://t.co/vgVVZmpi21","","","","https://www.nytimes.com/2017/03/10/us/politics/us-attorney-justice-department-trump.html?_r=0,https://twitter.com/jimmylittle/status/840329376222785536/photo/1"
"839971982724628480","839856327929233410","14957252","2017-03-09 22:51:41 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@settern same. I once logged a running workout that had me running 20 miles an hour for the last 2 miles as I biked home.","","","",""
"839971597595246593","839805100327649280","23022687","2017-03-09 22:50:09 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@tedcruz You are a spineless weenie. He insulted your wife and family, and now you lick his boots. Sad!","","","",""
"839971159533735937","839902314450288640","22084427","2017-03-09 22:48:24 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@robdelaney 

Apparently @SpeakerRyan misses the whole concept of insurance.

""Why do all these not-dead people pay for life insurance?""","","","",""
"839970344819609601","839933014171922432","20713061","2017-03-09 22:45:10 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@newtgingrich @POTUS Wasn't it Boehner who said ""we should be judged on how many bills we DON'T pass.""? 

(SPOLER: It was.)","","","",""
"839970079001403392","839814871910875136","20713061","2017-03-09 22:44:07 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@newtgingrich The @GOP plan is just Obamacare without all the ""care""","","","",""
"839969894649085952","839968149890076672","25073877","2017-03-09 22:43:23 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@realDonaldTrump That graph shows what we all know. Things were fine until 2007, then Obama spent 8 years trying to get us back to normal.","","","",""
"839969352283701248","839813865273704448","1566661","2017-03-09 22:41:14 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@ismh good reason.","","","",""
"839917203596025856","","","2017-03-09 19:14:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Nothing to see here...  Just keep laughing at Twitter spelling errors.

https://t.co/CWo9cTZve5","","","","https://www.engadget.com/2017/03/09/congress-begins-rolling-back-obama-s-broadband-privacy-rules/"
"839711690228822016","839250319418798083","20713061","2017-03-09 05:37:22 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@newtgingrich Probably because federal employees didn't want a President who hates the idea of federal employees.","","","",""
"839711083266895873","839259729092308993","1566661","2017-03-09 05:34:57 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@ismh What's the story behind the droppler images? Seems weird to use outside service that shows links instead of pics.","","","",""
"839709624144052225","839553509003509760","158769098","2017-03-09 05:29:10 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@JohnStossel Hey idiots: Sesame Street was bought by HBO years ago. It's not publicly funded anymore. Find a new scapegoat.","","","",""
"839177332040454145","839086723552411648","25073877","2017-03-07 18:14:01 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@realDonaldTrump 

No mandate + cover pre-existing conditions = no one is covered until they're sick.

Rates will skyrocket.","","","",""
"839176867999449089","","","2017-03-07 18:12:11 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Chaffetz is an idiot. 

One iPhone = 1/4 of a night in a hospital. Get your heads out of your asses, @GOP.

https://t.co/4h9LGFx9f4","","","","http://www.cnn.com/videos/politics/2017/03/07/jason-chaffetz-invest-in-healthcare-instead-of-phones-sot-newday.cnn"
"838986337860497408","838742657820147713","17454769","2017-03-07 05:35:05 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@glennbeck @realDonaldTrump 

Where's the ""No, Didn't happen, and Trump is a paranoid liar"" option?","","","",""
"838804005782499328","838803793659707392","13019452","2017-03-06 17:30:33 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@RosieOnTheRight @tillerylakelady @glennbeck @lanternsbuzz I just have a problem with him saying he didn't. 

Under oath.","","","",""
"838803793659707392","838803611685646338","13019452","2017-03-06 17:29:43 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@RosieOnTheRight @tillerylakelady @glennbeck @lanternsbuzz And to be clear, I have no problem with a Senator meeting a Russian Ambassador.","","","",""
"838803611685646338","837954647373545472","24600120","2017-03-06 17:28:59 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@RosieOnTheRight @tillerylakelady @glennbeck @lanternsbuzz In reality, he answered a question he WASN'T asked.

With a lie.","","","",""
"838803252015681537","","","2017-03-06 17:27:34 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Of all the things in this story, I just can't get over one fact:

@POTUS uses scotch tape to hold his tie together.

https://t.co/tGpIfSpbfA https://t.co/XGJTiumGRh","","","","https://www.washingtonpost.com/politics/inside-trumps-fury-the-president-rages-at-leaks-setbacks-and-accusations/2017/03/05/40713af4-01df-11e7-ad5b-d22680e18d10_story.html?utm_term=.c280109930e1,https://twitter.com/jimmylittle/status/838803252015681537/photo/1"
"838127413728960512","838011313330642944","93935172","2017-03-04 20:42:01 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","@tillerylakelady @glennbeck Im not talking about Obama’s time. I’m talking about the AG blatantly lying to Congress while under oath.","","","",""
"837898175797026816","837816780865187840","93935172","2017-03-04 05:31:07 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","@tillerylakelady @glennbeck Did Obama lie about it to Congress when asked under oath?

No?

Right.","","","",""
"837896000974958593","","","2017-03-04 05:22:28 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","A picture of Kim Kardashian's ass didn't even figuratively break the internet

A nerd in Seattle literally did

 https://t.co/RfrW8xCdTs","","","","https://www.google.com/amp/s/amp.theguardian.com/technology/2017/mar/03/typo-blamed-amazon-web-services-internet-outage"
"837755606568034304","837722869106880517","25073877","2017-03-03 20:04:36 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@realDonaldTrump - @SenSchumer is an elected official. It's OK for gov't officials to talk to other gov't officials. That's how gov't works.","","","",""
"837714975644790784","837658980335910912","17454769","2017-03-03 17:23:08 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@glennbeck NO, because they were already in office. You can talk to foreign governments as a rep of the country when you ACTUALLY ARE ONE.","","","",""
"837714729749524481","","","2017-03-03 17:22:10 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","And, here is the ""President"" using the power of his office to advertise for stuff he likes. 

AGAIN.

He should set up affiliate links. https://t.co/Dwd8Wdkenu","","","","https://twitter.com/realDonaldTrump/status/837633820417482754"
"837714048602918912","","","2017-03-03 17:19:27 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","It is so pathetic that the ""President"" doesn't know Obama's cabinet wasn't full until May 2009, and he has to whine on Twitter about it. https://t.co/HFU1gDTKOm","","","","https://twitter.com/realDonaldTrump/status/837638488656920576"
"837546096721186817","","","2017-03-03 06:12:04 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","RT @SteveSchmidtSES: I have served at senior levels on two POTUS campaigns.  Won one and lost one but no one on either one was talking to t…","837447454844833792","786309892990574592","2017-03-02 23:40:06 +0000",""
"837166803453263872","","","2017-03-02 05:04:54 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","Perjury Cabinet. 

Lies all around. It’s like they’ll get a rash if they tell the truth. Sad! https://t.co/kJkojyxXml","","","","https://twitter.com/nickbilton/status/837156766789988352"
"837166347830218752","837160035805458433","39152178","2017-03-02 05:03:05 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","@awt14_ @Acosta I notice nobody ever says “that’s not true”, they say “you shouldn’t talk about it now”.","","","",""
"836806348717309952","","","2017-03-01 05:12:35 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @BraddJaffy: Trump mentions Boston, San Bernardino, the Pentagon &amp; the World Trade Center. None of those attackers were from countries i…","836765321323298818","299802277","2017-03-01 02:29:33 +0000","https://twitter.com/BraddJaffy/status/836765321323298818/video/1"
"836805544761569280","836783378967982081","25303910","2017-03-01 05:09:23 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@pross0510 @corydon0718 @KariLakeFox10 @POTUS it's spelled ""losers"".","","","",""
"836776866514006016","","","2017-03-01 03:15:26 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","I made it through the whole #TrumpAddress without a cocktail. 

So, win for me, I guess.","","","",""
"836775801651486722","","","2017-03-01 03:11:12 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","And, not one “You Lie!”

So there’s that.","","","",""
"836775644675526656","","","2017-03-01 03:10:34 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","Do not believe for one second that because Donnie stayed on script and didn’t mention his ratings that anything has changed. Still all lies.","","","",""
"836774369246339074","836773064314478592","823366626124775424","2017-03-01 03:05:30 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","@corydon0718 @KariLakeFox10 @POTUS I’m assuming you mean Obama. It was under Obama’s America that she became so successful.","","","",""
"836773362550525952","","","2017-03-01 03:01:30 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","Please stop focusing on that poor widow, unless you’re going to apologize for your botched mission that killed her husband.","","","",""
"836771188248498177","","","2017-03-01 02:52:52 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","RT @RonPaul: If you really want to reduce the violence in our cities...get rid of the drug war!","836770932136030210","287413569","2017-03-01 02:51:51 +0000",""
"836771110314135552","","","2017-03-01 02:52:33 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","Aren’t civil rights still a civil rights issue of our time? https://t.co/8dPWhR51rY","","","","https://twitter.com/NBCNews/status/836770840385499136"
"836770467100839937","","","2017-03-01 02:50:00 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","RT @rysimmons: BERNIE: We can help with college loans
DUMMIES: HOW?!
TRUMP: I will do literally everything and life will be perfect forever…","836770375031734273","943201","2017-03-01 02:49:38 +0000",""
"836770342190227456","","","2017-03-01 02:49:30 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","Yep. https://t.co/Kq5H3jQ1ob","","","","https://twitter.com/altNOAA/status/836770241791275010"
"836769451081007104","","","2017-03-01 02:45:58 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","No insurance mandate + pre-existing conditions = premiums skyrocket. 

It’s just the mathematics of availability.","","","",""
"836768903745298432","836768617412833281","287413569","2017-03-01 02:43:47 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","@RonPaul we all know HSAs don’t add up for catastrophic illnesses. Cancer = death if you “only” have $500k in an HSA.","","","",""
"836768137903140865","","","2017-03-01 02:40:45 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","Let’s all quote and retweet this. No more H1Bs for Mar a Lago. https://t.co/osK2Vi8BJi","","","","https://twitter.com/hodgman/status/836767818859294720"
"836767952837844992","","","2017-03-01 02:40:01 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","Donald wants tax cuts and a trillion dollar infrastructure bill. 

Where does that trillion come from?","","","",""
"836767685832691712","","","2017-03-01 02:38:57 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","Donald’s “national rebuilding” is an applause line now. When Obama said it, he was just wasting money on a bunch of temp gov’t jobs.","","","",""
"836767130313904129","","","2017-03-01 02:36:44 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","“Many billions” “countless dollars” “tons of people”

Are there any numbers anymore?
#TrumpAddress","","","",""
"836766891519569920","","","2017-03-01 02:35:47 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","RT @ryangrim: While Trump is speaking, results from three CT special elections come in:Dems won 2 seats bigly &amp; nearly took the most GOP se…","836765188372193280","16170253","2017-03-01 02:29:01 +0000",""
"836766527995027456","","","2017-03-01 02:34:21 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","RT @IndivisibleTeam: Trump's tax plan isn't designed to help middle class 

6.6% of plan goes to middle class
47.3% goes to top 1% 
25% goe…","836765921754611713","810590628727914496","2017-03-01 02:31:56 +0000",""
"836765964582596608","","","2017-03-01 02:32:06 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","Donald believes “taxing the shit out of you if you leave America” is the same as “free market”. 

It’s not.","","","",""
"836765617881399296","836759528100282372","35218566","2017-03-01 02:30:44 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","@AriFleischer Remember “You lie!”?

Remember Trumps’s birther movement?

Pussy grabbing?

Have some perspective, hack.","","","",""
"836765252616241152","","","2017-03-01 02:29:17 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","RT @KPhed: Every. Single. Company. Trump just mentioned was already poised to invest in the US before Trump was elected. Every single one.…","836762176140546049","116921689","2017-03-01 02:17:03 +0000",""
"836765114309095425","","","2017-03-01 02:28:44 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","I can see why Donald doesn’t like using TelePrompTers. He looks like he’s reading a school paper in front of the class.","","","",""
"836764804266143744","","","2017-03-01 02:27:30 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","RT @SteveRattner: Memo to Trump: travel bans and extreme vetting won't solve the terrorism problem. #JointAddress https://t.co/sm2iRfmS6T","836764450241798144","401625957","2017-03-01 02:26:05 +0000","https://twitter.com/SteveRattner/status/836764450241798144/photo/1,https://twitter.com/SteveRattner/status/836764450241798144/photo/1"
"836764747169054720","","","2017-03-01 02:27:16 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","RT @FiveThirtyEight: Immigrants (including undocumented immigrants) commit crimes at lower rates than native-born Americans: https://t.co/P…","836764494751748097","2303751216","2017-03-01 02:26:16 +0000","http://53eig.ht/2mqJwVs"
